JobName,JobVersion,PCBID,PCBBarcode,PadID,ShapeType,ShapeID,PosX,PosY,SizeX,SizeY,Rotation,ABSArea,ABSVolume,ABSHeight,PerArea,PerVolume,PerHeight,ShiftX,PerShiftX,ShiftY,PerShiftY,JudgeRes,DefectType,Check,CheckArea,AreaU,AreaL,CheckVol,VolU,VolL,CheckHeight,HeightU,HeightL,CheckOffset,ShiftXU,ShiftXUPercent,ShiftYU,ShiftYUPercent,CheckShape,ShapeDeltaU,CheckStencilHeight,StencilHeight,CheckBridge,BridgeWidth,BridgeLength,BridgeHeight,ComponentID,PackageType,PinNumber,PadGroup,ArrayID,Squeege,SqueegeID,LotNo,ArrayBarcode,LineNo,InspectTimeStamp,ComponentIDAverageHeight,PadArea,ABSShape,LaneNo,AreaResult,VolumeResult,HeightResult,AreaStandard,VolumeStandard,AreaSection
LS16-B3A204311-PD,v202305221042190001900016,26829,,11,Poly,2,87752.0,1250.0,500.0,1600.0,0,645973.0,115936000.0,179.5,81.6%,81.4%,99.7%,17.2,3.4%,11.4,0.7%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,11,0603,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,34.9,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,12,Poly,1,80654.0,7200.0,500.0,500.0,0,204223.0,32692200.0,160.1,94.0%,83.6%,88.9%,9.6,1.9%,-0.8,-0.2%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,12,chip,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,30.0,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,13,Poly,1,79654.0,7200.0,500.0,500.0,0,186842.0,35745300.0,191.3,86.0%,91.4%,106.3%,11.9,2.4%,-8.9,-1.8%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,13,chip,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,36.3,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,14,Poly,1,79654.0,4500.0,500.0,500.0,0,171520.0,29243300.0,170.5,78.9%,74.7%,94.7%,-9.6,-1.9%,-0.4,-0.1%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,14,chip,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,32.1,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,15,Poly,1,79654.0,3225.0,500.0,500.0,0,114575.0,9259540.0,80.8,52.7%,23.7%,44.9%,-57.3,-11.5%,-47.6,-9.5%,Pass,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,15,chip,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,14.2,1,Good,NG,NG,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,16,Poly,1,82933.0,1250.0,500.0,500.0,0,212456.0,35952200.0,169.2,97.7%,91.9%,94.0%,19.6,3.9%,3.7,0.7%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,16,chip,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,31.8,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,17,Poly,1,83832.0,1250.0,500.0,500.0,0,216801.0,34598200.0,159.6,99.7%,88.4%,88.7%,14.6,2.9%,4.3,0.9%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,17,chip,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,29.9,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,18,Poly,2,85082.0,1250.0,500.0,1600.0,0,652652.0,122820000.0,188.2,82.5%,86.2%,104.5%,14.2,2.8%,14.0,0.9%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,18,0603,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,36.6,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,19,Poly,2,85972.0,1250.0,500.0,1600.0,0,661166.0,125913000.0,190.4,83.6%,88.4%,105.8%,16.4,3.3%,8.5,0.5%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,19,0603,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,37.1,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,20,Poly,2,86862.0,1250.0,500.0,1600.0,0,653395.0,115853000.0,177.3,82.6%,81.3%,98.5%,17.2,3.4%,8.9,0.6%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,20,0603,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,34.5,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,21,Poly,1,80654.0,4500.0,500.0,500.0,0,224577.0,41127100.0,183.1,103.3%,105.1%,101.7%,15.4,3.1%,1.1,0.2%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,21,chip,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,34.6,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,22,Poly,1,80654.0,3225.0,500.0,500.0,0,219088.0,40932000.0,186.8,100.8%,104.6%,103.8%,25.0,5.0%,1.8,0.4%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,22,chip,17,Front,,,,SMT01,2023-05-23 13:15:11,175.0,0.0,35.4,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,23,Poly,1,4532.0,250.0,500.0,500.0,0,157570.0,14661800.0,93.0,72.5%,37.5%,51.7%,19.8,4.0%,4.6,0.9%,Pass,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,1,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,16.6,1,Good,NG,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,24,Poly,1,5432.0,250.0,500.0,500.0,0,173578.0,16990200.0,97.9,79.9%,43.4%,54.4%,8.8,1.8%,-18.8,-3.8%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,2,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,17.6,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,25,Poly,2,10243.0,1250.0,500.0,1600.0,0,645826.0,124025000.0,192.0,81.6%,87.1%,106.7%,24.4,4.9%,1.4,0.1%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,3,0603,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,37.4,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,26,Poly,3,10243.0,7100.0,500.0,1300.0,0,531351.0,111007000.0,208.9,82.8%,96.1%,116.1%,28.1,5.6%,-4.4,-0.3%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,4,0603,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,40.8,1,Good,Good,Good,641549.9,115479000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,27,Poly,2,9352.0,7250.0,500.0,1600.0,0,628581.0,122660000.0,195.1,79.4%,86.1%,108.4%,21.7,4.3%,-20.2,-1.3%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,5,0603,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,38.0,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,28,Poly,2,8463.0,7250.0,500.0,1600.0,0,624445.0,122100000.0,195.5,78.9%,85.7%,108.6%,12.5,2.5%,-17.3,-1.1%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,6,0603,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,38.1,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,29,Poly,2,7572.0,7250.0,500.0,1600.0,0,611484.0,120078000.0,196.4,77.3%,84.3%,109.1%,13.6,2.7%,-13.6,-0.9%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,7,0603,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,38.3,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,30,Poly,2,6683.0,7250.0,500.0,1600.0,0,586545.0,112987000.0,192.6,74.1%,79.3%,107.0%,13.5,2.7%,-12.6,-0.8%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,8,0603,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,37.5,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,31,Poly,1,250.0,300.0,500.0,500.0,0,195075.0,34496300.0,176.8,89.8%,88.2%,98.2%,8.0,1.6%,2.6,0.5%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,9,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,33.4,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,32,Poly,1,1250.0,300.0,500.0,500.0,0,192331.0,33798200.0,175.7,88.5%,86.4%,97.6%,21.4,4.3%,-7.9,-1.6%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,10,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,33.1,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,33,Poly,2,9352.0,1250.0,500.0,1600.0,0,608507.0,126727000.0,208.3,76.9%,89.0%,115.7%,17.6,3.5%,2.9,0.2%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,11,0603,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,40.7,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,34,Poly,1,2254.0,7200.0,500.0,500.0,0,217945.0,37056200.0,170.0,100.3%,94.7%,94.5%,15.2,3.0%,-7.7,-1.5%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,12,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,32.0,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,35,Poly,1,1254.0,7200.0,500.0,500.0,0,181354.0,28032300.0,154.6,83.4%,71.7%,85.9%,14.1,2.8%,0.6,0.1%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,13,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,28.9,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,36,Poly,1,1254.0,4500.0,500.0,500.0,0,171749.0,26256500.0,152.9,79.0%,67.1%,84.9%,-1.1,-0.2%,-0.5,-0.1%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,14,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,28.6,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,37,Poly,1,1254.0,3225.0,500.0,500.0,0,123266.0,12025000.0,97.6,56.7%,30.7%,54.2%,-25.9,-5.2%,-24.8,-5.0%,Pass,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,15,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,17.5,1,Good,NG,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,38,Poly,1,4532.0,1250.0,500.0,500.0,0,182497.0,32008900.0,175.4,84.0%,81.8%,97.4%,18.0,3.6%,-2.7,-0.5%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,16,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,33.1,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,39,Poly,1,5432.0,1250.0,500.0,500.0,0,163973.0,31671900.0,193.2,75.4%,81.0%,107.3%,19.2,3.8%,3.3,0.7%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,17,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,36.6,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,40,Poly,2,6683.0,1250.0,500.0,1600.0,0,634158.0,124423000.0,196.2,80.2%,87.4%,109.0%,11.7,2.3%,6.4,0.4%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,18,0603,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,38.2,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,41,Poly,2,7572.0,1250.0,500.0,1600.0,0,602172.0,114798000.0,190.6,76.1%,80.6%,105.9%,14.2,2.8%,12.3,0.8%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,19,0603,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,37.1,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,42,Poly,2,8463.0,1250.0,500.0,1600.0,0,609222.0,124886000.0,205.0,77.0%,87.7%,113.9%,12.4,2.5%,9.2,0.6%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,20,0603,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,40.0,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,43,Poly,1,2254.0,4500.0,500.0,500.0,0,204223.0,35308400.0,172.9,94.0%,90.2%,96.1%,11.6,2.3%,-2.1,-0.4%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,21,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,32.6,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,44,Poly,1,2254.0,3225.0,500.0,500.0,0,212227.0,40340500.0,190.1,97.6%,103.1%,105.6%,19.3,3.9%,-3.3,-0.7%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,22,chip,1,Front,,,,SMT01,2023-05-23 13:15:11,174.1,0.0,36.0,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,45,Poly,1,4532.0,22850.0,500.0,500.0,0,196676.0,45463900.0,231.2,90.5%,116.2%,128.4%,21.4,4.3%,-5.3,-1.1%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,1,chip,2,Front,,,,SMT01,2023-05-23 13:15:11,201.1,0.0,44.2,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,46,Poly,1,5432.0,22850.0,500.0,500.0,0,203537.0,42595000.0,209.3,93.6%,108.9%,116.3%,8.7,1.7%,-5.2,-1.0%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,2,chip,2,Front,,,,SMT01,2023-05-23 13:15:11,201.1,0.0,39.9,1,Good,Good,Good,241500.0,43470000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,47,Poly,2,10243.0,23850.0,500.0,1600.0,0,743980.0,155123000.0,208.5,94.0%,108.9%,115.8%,24.1,4.8%,-6.4,-0.4%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,3,0603,2,Front,,,,SMT01,2023-05-23 13:15:11,201.1,0.0,40.7,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,48,Poly,3,10243.0,29700.0,500.0,1300.0,0,582202.0,115049000.0,197.6,90.7%,99.6%,109.8%,28.9,5.8%,-8.8,-0.7%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,4,0603,2,Front,,,,SMT01,2023-05-23 13:15:11,201.1,0.0,38.5,1,Good,Good,Good,641549.9,115479000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,49,Poly,2,9352.0,29850.0,500.0,1600.0,0,708866.0,124796000.0,176.1,89.6%,87.6%,97.8%,27.4,5.5%,-8.1,-0.5%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,5,0603,2,Front,,,,SMT01,2023-05-23 13:15:11,201.1,0.0,34.2,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,50,Poly,2,8463.0,29850.0,500.0,1600.0,0,653998.0,125642000.0,192.1,82.7%,88.2%,106.7%,22.0,4.4%,-8.0,-0.5%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,6,0603,2,Front,,,,SMT01,2023-05-23 13:15:11,201.1,0.0,37.4,1,Good,Good,Good,791199.9,142416000.0,0.0
LS16-B3A204311-PD,v202305221042190001900016,26829,,51,Poly,2,7572.0,29850.0,500.0,1600.0,0,654112.0,119050000.0,182.0,82.7%,83.6%,101.1%,22.6,4.5%,-7.5,-0.5%,Good,,True,True,300.0%,50.0%,True,175.0%,40.0%,True,150.0%,50.0%,True,,25.0,,25.0,False,150.0,False,180.0,True,45.0,300.0,45.0,1,1,7,0603,2,Front,,,,SMT01,2023-05-23 13:15:11,201.1,0.0,35.4,1,Good,Good,Good,791199.9,142416000.0,0.0
